set_num,n_unique_colors,dominant_color_name,dominant_color_share,n_trans_parts
fig-015163,4,White,40.0,0
fig-015164,5,Flat Silver,20.0,2
fig-015166,3,Black,60.0,0
fig-015167,3,Lime,50.0,0
fig-015169,2,White,60.0,0
fig-015171,5,Black,20.0,0
fig-015173,3,White,50.0,0
fig-015174,4,Pearl Titanium,40.0,0
fig-015175,2,Black,50.0,0
fig-015176,3,Dark Red,50.0,1
fig-015177,3,Black,50.0,0
fig-015178,3,Dark Tan,50.0,0
fig-015179,4,Dark Brown,25.0,0
fig-015180,1,Light Bluish Gray,100.0,0
fig-015181,2,Pearl Gold,83.33,0
fig-015184,3,Black,60.0,0
fig-015185,3,Pearl Titanium,50.0,0
fig-015186,4,Dark Blue,25.0,0
fig-015187,4,Black,40.0,1
fig-015188,4,Dark Bluish Gray,25.0,0
fig-015189,4,Black,25.0,0
fig-015190,4,Dark Blue,40.0,1
fig-015191,4,Green,40.0,1
fig-015192,4,Bright Light Blue,25.0,0
fig-015193,4,Medium Nougat,25.0,0
fig-015194,5,Blue,20.0,0
fig-015195,4,Black,25.0,0
fig-015196,4,Dark Blue,25.0,0
fig-015197,4,Black,25.0,0
fig-015198,4,Black,25.0,0
fig-015199,4,Dark Blue,25.0,0
fig-015200,4,Dark Blue,25.0,0
fig-015201,4,Dark Blue,25.0,0
fig-015202,4,Black,25.0,0
fig-015203,4,Black,25.0,0
fig-015204,3,Sand Blue,50.0,0
fig-015206,3,Dark Brown,50.0,0
fig-015207,3,Dark Azure,50.0,0
fig-015208,2,Black,50.0,0
fig-015209,4,Black,25.0,0
fig-015210,4,Dark Orange,25.0,0
fig-015211,4,Bright Light Blue,25.0,0
fig-015212,4,Black,25.0,0
fig-015213,4,Dark Brown,25.0,0
fig-015214,4,Light Bluish Gray,25.0,0
fig-015215,4,Dark Bluish Gray,25.0,0
fig-015216,3,Black,50.0,0
fig-015217,4,Dark Bluish Gray,25.0,0
fig-015218,4,Dark Red,25.0,0
fig-015219,3,Tan,50.0,0
fig-015220,3,Black,50.0,0
fig-015221,4,Dark Blue,25.0,0
fig-015222,4,Bright Light Blue,25.0,0
fig-015223,3,Dark Blue,50.0,0
fig-015224,4,Bright Light Yellow,25.0,0
fig-015225,4,Dark Bluish Gray,25.0,0
fig-015226,4,Dark Tan,40.0,0
fig-015228,3,Orange,40.0,0
fig-015229,4,Dark Bluish Gray,25.0,0
fig-015230,4,Dark Bluish Gray,25.0,0
fig-015231,4,Dark Bluish Gray,25.0,0
fig-015232,4,Black,25.0,0
fig-015233,2,Black,75.0,0
fig-015234,4,Dark Blue,50.0,1
fig-015235,2,Blue,66.67,0
fig-015236,4,Black,25.0,0
fig-015237,6,Black,16.67,1
fig-015238,5,Dark Blue,33.33,0
fig-015239,4,Nougat,40.0,0
fig-015240,4,Orange,40.0,0
fig-015241,5,Dark Azure,20.0,0
fig-015242,5,Orange,20.0,0
fig-015243,4,Dark Turquoise,25.0,0
fig-015244,4,Black,25.0,0
fig-015245,4,Reddish Brown,25.0,0
fig-015246,4,Reddish Brown,25.0,0
fig-015247,4,Dark Brown,25.0,0
fig-015248,3,Red,40.0,0
fig-015249,4,Nougat,25.0,0
fig-015250,5,Blue,33.33,0
fig-015251,3,Dark Green,50.0,0
fig-015252,4,Reddish Brown,40.0,0
fig-015253,5,Flat Silver,33.33,0
fig-015254,4,Flat Silver,40.0,0
fig-015255,5,Blue,20.0,0
fig-015256,5,Blue,20.0,0
fig-015257,4,Black,25.0,0
fig-015258,4,Black,25.0,0
fig-015259,3,White,50.0,0
fig-015260,4,Reddish Brown,40.0,0
fig-015261,2,Dark Blue,75.0,0
fig-015262,4,Bright Green,25.0,0
fig-015263,4,Dark Brown,25.0,0
fig-015264,2,Black,75.0,0
fig-015265,3,Trans-Clear,33.33,1
fig-015266,3,Black,33.33,0
fig-015267,5,Dark Azure,20.0,1
fig-015268,4,Blue,25.0,0
fig-015269,4,Dark Brown,25.0,0
fig-015270,4,Dark Blue,25.0,0
fig-015271,4,Dark Bluish Gray,25.0,0
fig-015272,4,Dark Brown,25.0,0
fig-015273,3,Dark Blue,50.0,0
fig-015274,4,Black,25.0,0
fig-015275,4,Dark Green,25.0,0
fig-015276,4,White,40.0,0
fig-015277,4,Blue,25.0,0
fig-015278,5,Dark Azure,20.0,0
fig-015279,4,Black,25.0,0
fig-015280,3,Black,60.0,0
fig-015281,4,Black,25.0,0
fig-015283,3,Red,50.0,0
fig-015285,4,Tan,40.0,0
fig-015287,4,Black,25.0,0
fig-015288,3,White,50.0,0
fig-015289,3,Tan,50.0,0
fig-015290,4,Black,25.0,0
fig-015291,5,Dark Bluish Gray,20.0,0
fig-015292,2,Dark Azure,66.67,0
fig-015293,2,Bright Light Orange,75.0,0
fig-015294,4,Bright Light Orange,25.0,0
fig-015295,3,Reddish Orange,60.0,1
fig-015296,1,White,100.0,0
fig-015297,2,Blue,75.0,0
fig-015298,2,Bright Light Orange,75.0,0
fig-015299,1,Red,100.0,0
fig-015300,1,Yellow,100.0,0
fig-015305,4,Black,25.0,0
fig-015306,3,Dark Brown,50.0,0
fig-015308,4,Dark Brown,25.0,0
fig-015309,3,Black,33.33,0
fig-015311,3,Light Bluish Gray,50.0,0
fig-015312,2,Black,75.0,0
fig-015313,2,Black,75.0,0
fig-015314,2,Black,75.0,0
fig-015315,4,Dark Blue,25.0,0
fig-015316,3,Yellow,50.0,0
fig-015317,4,Light Bluish Gray,25.0,0
fig-015318,4,Black,25.0,0
fig-015319,4,Black,25.0,0
fig-015321,3,Dark Brown,50.0,0
fig-015322,2,Dark Bluish Gray,66.67,0
fig-015323,2,White,66.67,0
fig-015324,3,Reddish Brown,60.0,0
fig-015325,6,Dark Bluish Gray,31.25,1
fig-015326,4,Dark Bluish Gray,25.0,0
fig-015327,4,Black,25.0,0
fig-015328,3,White,50.0,0
fig-015329,4,Black,25.0,0
fig-015330,2,White,75.0,0
fig-015331,3,Dark Red,33.33,0
fig-015332,3,Dark Bluish Gray,50.0,0
fig-015333,4,Black,25.0,0
fig-015334,4,Black,25.0,0
fig-015335,4,Dark Brown,40.0,0
fig-015337,3,Black,33.33,0
fig-015339,1,Pearl Gold,100.0,0
fig-015340,2,Black,80.0,0
fig-015341,3,Black,60.0,0
fig-015343,2,White,83.33,0
fig-015345,4,Bright Light Blue,25.0,0
fig-015346,4,Black,25.0,0
fig-015347,4,Dark Purple,40.0,1
fig-015348,3,Dark Red,50.0,0
fig-015349,4,Dark Purple,25.0,0
fig-015350,4,Black,25.0,0
fig-015351,4,Dark Orange,25.0,0
fig-015352,4,Bright Green,25.0,0
fig-015353,4,Black,25.0,0
fig-015354,4,Pearl Titanium,40.0,0
fig-015355,1,Black,100.0,0
fig-015356,3,Bright Green,50.0,0
fig-015357,2,Light Bluish Gray,66.67,0
fig-015358,3,Dark Red,50.0,0
fig-015360,3,Dark Red,50.0,0
fig-015361,2,Dark Red,80.0,0
fig-015362,2,Dark Blue,50.0,0
fig-015363,2,Light Bluish Gray,50.0,0
fig-015364,4,Black,40.0,1
fig-015365,4,Black,33.33,1
fig-015366,4,Dark Blue,25.0,0
fig-015368,2,Black,80.0,0
fig-015369,4,Blue,40.0,0
fig-015370,3,Dark Bluish Gray,60.0,0
fig-015371,3,Black,60.0,0
fig-015372,4,Dark Blue,40.0,1
fig-015373,3,Black,60.0,0
fig-015374,4,Dark Blue,40.0,0
fig-015375,4,Black,25.0,0
fig-015376,4,Black,40.0,1
fig-015377,2,Medium Nougat,66.67,0
fig-015378,5,Blue,20.0,1
fig-015379,5,Bright Light Yellow,20.0,0
fig-015380,4,Black,40.0,0
fig-015381,4,Dark Blue,40.0,0
fig-015382,3,Dark Blue,50.0,0
fig-015383,3,Medium Nougat,50.0,0
fig-015384,5,Blue,20.0,0
fig-015385,2,Light Aqua,66.67,0
fig-015386,3,Light Aqua,50.0,0
fig-015388,3,Yellow,60.0,0
fig-015389,3,Olive Green,66.67,0
fig-015390,3,Light Bluish Gray,40.0,1
fig-015391,3,Dark Blue,60.0,0
fig-015393,4,Black,40.0,0
fig-015394,3,Black,60.0,0
fig-015395,3,Olive Green,66.67,0
fig-015396,4,Pearl Titanium,40.0,0
fig-015397,3,Warm Tan,50.0,0
fig-015398,6,Dark Blue,16.67,1
fig-015399,1,Black,100.0,0
fig-015400,4,Dark Brown,25.0,0
fig-015401,4,Dark Blue,25.0,0
fig-015402,4,Bright Light Blue,25.0,0
fig-015404,7,Light Nougat,23.08,0
fig-015405,5,Yellow,44.44,0
fig-015407,1,White,100.0,0
fig-015409,3,Bright Pink,64.71,0
fig-015410,6,Dark Azure,33.33,0
fig-015411,8,Lime,25.71,0
fig-015412,3,Dark Azure,33.33,0
fig-015414,1,White,100.0,0
fig-015416,3,Black,33.33,0
fig-015417,2,Nougat,66.67,0
fig-015418,3,Light Nougat,33.33,0
fig-015419,3,White,50.0,0
fig-015420,2,White,80.0,0
fig-015423,2,Black,80.0,0
fig-015425,3,Dark Orange,70.0,0
fig-015426,3,Dark Orange,70.0,0
fig-015427,3,Dark Orange,70.0,0
fig-015428,5,Bright Pink,35.29,0
fig-015429,5,Bright Green,42.11,0
fig-015430,3,Black,46.15,0
fig-015431,6,Dark Orange,45.45,0
fig-015432,4,Blue,40.0,0
fig-015435,4,Dark Blue,33.33,1
fig-015436,3,Dark Red,50.0,0
fig-015437,7,White,72.22,2
fig-015439,3,Yellow,64.71,0
fig-015440,3,Dark Blue,33.33,0
fig-015441,5,White,41.67,0
fig-015442,4,Black,40.0,1
fig-015443,5,Black,20.0,0
fig-015444,4,Dark Blue,40.0,0
fig-015445,3,Dark Purple,40.0,0
fig-015446,2,Flat Silver,50.0,0
fig-015447,4,Olive Green,40.0,0
fig-015448,2,Dark Orange,50.0,0
fig-015449,2,Black,66.67,0
fig-015450,4,Red,40.0,0
fig-015451,5,Dark Orange,20.0,0
fig-015452,4,Orange,40.0,0
fig-015453,3,Dark Red,40.0,0
fig-015454,3,Dark Bluish Gray,50.0,0
fig-015455,4,Blue,25.0,0
fig-015457,4,Black,25.0,0
fig-015459,2,Light Nougat,66.67,0
fig-015460,2,Warm Tan,66.67,0
fig-015461,3,Light Nougat,50.0,0
fig-015463,2,Sienna Brown,66.67,0
fig-015464,2,Light Nougat,66.67,0
fig-015465,2,Medium Brown,66.67,0
fig-015466,2,Nougat,66.67,0
fig-015467,4,Black,25.0,0
fig-015468,4,Dark Green,25.0,0
fig-015469,4,Dark Red,25.0,0
fig-015470,5,Dark Blue,20.0,0
fig-015472,3,Red,50.0,0
fig-015473,2,Dark Green,50.0,0
fig-015474,2,Black,75.0,0
fig-015475,4,Black,25.0,0
fig-015476,3,White,50.0,0
fig-015477,3,Sand Green,50.0,0
fig-015478,3,Black,50.0,0
fig-015479,3,Black,50.0,0
fig-015480,4,Dark Orange,25.0,0
fig-015481,4,Bright Light Blue,25.0,0
fig-015482,4,Dark Blue,25.0,0
fig-015483,3,Reddish Brown,50.0,0
fig-015485,4,Dark Bluish Gray,25.0,0
fig-015486,4,Dark Bluish Gray,25.0,0
fig-015487,3,Bright Light Blue,50.0,0
fig-015488,3,Black,50.0,0
fig-015489,4,Black,25.0,0
fig-015490,4,Black,25.0,0
fig-015491,3,Black,50.0,0
fig-015492,2,Light Bluish Gray,50.0,0
fig-015494,4,Black,25.0,0
fig-015496,3,Red,40.0,0
fig-015497,3,Bright Green,60.0,0
fig-015498,2,Bright Green,75.0,0
fig-015499,3,Dark Azure,50.0,0
fig-015500,4,Black,25.0,0
fig-015501,3,Black,50.0,0
fig-015502,2,Black,80.0,0
fig-015503,4,Dark Red,25.0,0
fig-015504,3,Red,50.0,0
fig-015505,4,Medium Lavender,40.0,0
fig-015506,3,Sand Blue,50.0,0
fig-015507,3,Black,58.82,0
fig-015509,3,Red,40.0,0
fig-015510,3,Glow in Dark White,50.0,0
fig-015511,3,Blue,50.0,0
fig-015512,4,Dark Pink,25.0,0
fig-015514,3,Red,40.0,0
fig-015515,3,Yellow,50.0,0
fig-015516,3,Yellow,50.0,0
fig-015517,3,Nougat,50.0,0
fig-015519,3,Light Nougat,50.0,0
fig-015520,7,Bright Pink,65.22,0
fig-015521,7,White,56.52,0
fig-015522,9,Yellow,70.69,0
fig-015523,3,Pearl Titanium,50.0,0
fig-015524,3,Pearl Titanium,50.0,0
fig-015526,3,Light Nougat,50.0,0
fig-015528,3,Black,50.0,0
fig-015529,3,Red,40.0,0
fig-015530,6,Black,38.64,0
fig-015531,9,Light Bluish Gray,33.33,2
fig-015532,8,Light Bluish Gray,27.27,0
fig-015533,2,Black,50.0,0
fig-015534,2,Black,50.0,0
fig-015535,3,Light Nougat,50.0,0
fig-015536,3,Light Nougat,50.0,0
fig-015537,3,Light Nougat,50.0,0
fig-015538,3,Nougat,50.0,0
fig-015539,2,Black,80.0,0
fig-015540,4,Light Nougat,40.0,1
fig-015541,3,Light Nougat,50.0,0
fig-015542,3,Light Nougat,50.0,0
fig-015543,3,Bright Green,50.0,0
fig-015544,3,Lavender,40.0,0
fig-015545,3,Warm Tan,50.0,0
fig-015546,3,Bright Green,50.0,0
fig-015547,4,Bright Light Yellow,25.0,0
fig-015548,3,Lime,50.0,0
fig-015549,4,Red,40.0,0
fig-015550,4,Black,25.0,0
fig-015551,1,Dark Pink,100.0,0
fig-015552,4,Black,40.0,0
fig-015553,4,Black,40.0,0
fig-015554,3,Yellow,50.0,0
fig-015555,2,Dark Blue,80.0,0
fig-015556,3,Yellow,50.0,0
fig-015557,3,Yellow,50.0,0
fig-015560,5,Bright Green,20.0,0
fig-015561,4,Yellow,40.0,0
fig-015562,3,White,50.0,0
fig-015563,1,Black,100.0,0
fig-015564,4,Dark Tan,25.0,0
fig-015565,2,Dark Pink,75.0,0
fig-015566,3,Olive Green,33.33,0
fig-015567,3,Dark Blue,50.0,0
fig-015568,3,Black,60.0,1
fig-015569,3,Black,50.0,1
fig-015570,4,Black,25.0,0
fig-015571,1,Black,100.0,0
fig-015573,2,Olive Green,66.67,0
fig-015574,2,Black,50.0,0
fig-015575,3,Reddish Brown,50.0,0
fig-015576,4,Dark Bluish Gray,25.0,0
fig-015577,3,Dark Red,50.0,0
fig-015579,4,Light Nougat,40.0,0
fig-015580,4,Dark Blue,25.0,0
fig-015581,9,Yellow,61.54,0
fig-015582,7,Light Nougat,23.08,0
fig-015583,4,Black,25.0,0
fig-015584,3,White,60.0,0
fig-015585,5,Dark Red,20.0,0
fig-015586,4,Dark Turquoise,25.0,0
fig-015587,4,Black,25.0,0
fig-015588,3,Blue,50.0,0
fig-015589,4,Dark Azure,25.0,0
fig-015590,4,Black,25.0,0
fig-015591,4,Bright Light Orange,25.0,0
fig-015592,4,Black,25.0,0
fig-015593,4,Dark Blue,25.0,0
fig-015594,4,Black,25.0,0
fig-015595,4,Black,25.0,0
fig-015597,3,Blue,33.33,0
fig-015598,5,Black,20.0,0
fig-015600,4,Black,25.0,0
fig-015601,1,Black,100.0,0
fig-015602,2,Dark Blue,66.67,0
fig-015603,2,Black,66.67,0
fig-015604,2,White,80.0,0
fig-015605,2,Blue,75.0,0
fig-015606,3,Bright Light Orange,40.0,0
fig-015607,1,White,100.0,0
fig-015608,3,Dark Blue,50.0,0
fig-015609,3,Dark Tan,50.0,0
fig-015610,3,Red,60.0,0
fig-015611,4,Black,25.0,0
fig-015612,4,Black,25.0,0
fig-015613,4,Black,25.0,0
fig-015614,3,Dark Tan,50.0,0
fig-015615,4,Bright Light Blue,25.0,0
fig-015616,4,Black,25.0,0
fig-015617,5,Black,20.0,0
fig-015618,3,Light Bluish Gray,50.0,0
fig-015619,4,Dark Tan,25.0,0
fig-015620,5,Dark Brown,20.0,0
fig-015621,4,Bright Light Yellow,25.0,0
fig-015622,4,Dark Blue,25.0,0
fig-015623,4,Dark Brown,25.0,0
fig-015624,4,Medium Nougat,25.0,0
fig-015625,4,Medium Nougat,25.0,0
fig-015627,4,Blue,50.0,0
fig-015628,3,Black,40.0,0
fig-015630,3,Green,66.67,0
fig-015631,4,Blue,25.0,1
fig-015632,4,Dark Brown,25.0,0
fig-015633,5,Dark Brown,20.0,0
fig-015634,4,Dark Brown,25.0,0
fig-015635,4,Dark Brown,25.0,0
fig-015636,4,Black,25.0,0
fig-015637,4,Bright Light Blue,25.0,0
fig-015638,2,Dark Blue,75.0,0
fig-015639,4,Dark Bluish Gray,25.0,0
fig-015640,4,Black,40.0,0
fig-015641,4,Dark Tan,25.0,0
fig-015642,4,Dark Tan,25.0,0
fig-015643,4,Dark Tan,25.0,0
fig-015644,3,Dark Tan,50.0,0
fig-015645,4,Dark Green,25.0,0
fig-015646,5,Dark Brown,20.0,0
fig-015647,4,Dark Brown,25.0,0
fig-015648,4,Blue,25.0,0
fig-015649,4,Black,25.0,0
fig-015650,4,Black,25.0,0
fig-015651,4,Black,25.0,0
fig-015652,4,Dark Blue,25.0,0
fig-015653,4,Black,40.0,0
fig-015654,3,White,50.0,0
fig-015655,3,White,50.0,0
fig-015656,3,White,50.0,0
fig-015657,1,Bright Green,100.0,0
fig-015658,1,Bright Light Blue,100.0,0
fig-015659,1,Black,100.0,0
fig-015660,1,Reddish Brown,100.0,0
fig-015661,1,White,100.0,0
fig-015662,1,Dark Purple,100.0,0
fig-015663,1,Dark Pink,100.0,0
fig-015664,1,Red,100.0,0
fig-015665,1,Orange,100.0,0
fig-015666,1,Blue,100.0,0
fig-015667,4,Blue,25.0,0
fig-015668,4,Blue,25.0,0
fig-015669,4,Dark Bluish Gray,25.0,0
fig-015670,3,Orange,50.0,0
fig-015671,4,Red,40.0,0
fig-015672,5,Blue,20.0,0
fig-015673,2,Black,50.0,0
fig-015674,3,Dark Brown,50.0,0
fig-015675,2,Black,80.0,0
fig-015676,3,Dark Bluish Gray,50.0,0
fig-015677,3,Orange,60.0,1
fig-015678,3,White,60.0,1
fig-015679,3,Dark Brown,50.0,0
fig-015680,4,Black,25.0,0
fig-015681,3,Red,66.67,0
fig-015682,4,Black,25.0,0
fig-015683,4,Olive Green,33.33,2
fig-015684,2,Dark Blue,80.0,1
fig-015685,3,White,60.0,0
fig-015686,3,Dark Azure,33.33,0
fig-015687,4,Orange,40.0,0
fig-015688,3,Dark Brown,33.33,0
fig-015689,3,Yellow,50.0,0
fig-015690,3,Yellow,50.0,0
fig-015691,3,Black,50.0,0
fig-015692,4,Black,25.0,0
fig-015693,4,Black,25.0,0
fig-015694,4,Black,25.0,0
fig-015695,4,Dark Red,25.0,0
fig-015696,4,Black,25.0,0
fig-015697,4,Dark Orange,25.0,0
fig-015698,4,Dark Blue,25.0,0
fig-015699,3,Dark Blue,40.0,0
fig-015700,3,Black,50.0,0
fig-015701,2,Medium Azure,66.67,0
fig-015702,2,Medium Nougat,75.0,0
fig-015703,3,Black,60.0,0
fig-015704,2,White,60.0,0
fig-015705,4,Black,25.0,0
fig-015706,3,Medium Lavender,50.0,0
fig-015707,2,Sand Blue,75.0,0
fig-015708,5,Black,20.0,0
fig-015709,2,Dark Blue,60.0,0
fig-015710,3,White,66.67,0
fig-015711,5,Black,20.0,0
fig-015712,4,Medium Azure,25.0,0
fig-015713,3,Olive Green,50.0,0
fig-015714,2,Blue,75.0,0
fig-015715,2,Light Aqua,66.67,0
fig-015716,3,Olive Green,50.0,0
fig-015717,2,Dark Red,75.0,0
fig-015718,2,Red,75.0,0
fig-015719,4,Dark Red,25.0,0
fig-015720,2,Dark Red,75.0,0
fig-015722,3,Dark Brown,50.0,0
fig-015723,3,White,50.0,0
fig-015724,3,White,50.0,0
fig-015726,3,White,50.0,0
fig-015727,2,White,75.0,0
fig-015729,1,White,100.0,0
fig-015730,6,Dark Blue,16.67,1
fig-015731,4,Bright Light Yellow,25.0,0
fig-015732,4,Dark Blue,25.0,0
fig-015733,4,Black,25.0,0
fig-015734,4,Dark Bluish Gray,25.0,0
fig-015735,3,White,50.0,0
fig-015736,4,White,40.0,1
fig-015737,3,White,50.0,0
fig-015738,8,Black,25.0,2
fig-015740,6,Dark Azure,16.67,1
fig-015741,2,Bright Pink,66.67,0
fig-015742,1,Light Bluish Gray,100.0,0
fig-015744,4,Magenta,25.0,1
fig-015745,3,Light Nougat,50.0,0
fig-015746,4,Nougat,40.0,1
fig-015747,3,Medium Brown,50.0,0
fig-015748,3,Light Nougat,50.0,0
fig-015749,3,Light Nougat,50.0,0
fig-015750,3,Nougat,50.0,0
fig-015752,3,Sienna Brown,50.0,0
fig-015753,3,Reddish Brown,50.0,0
fig-015754,3,Light Nougat,50.0,0
fig-015755,1,Medium Nougat,100.0,0
fig-015756,3,Warm Tan,50.0,0
fig-015757,3,Light Nougat,50.0,0
fig-015758,3,Medium Nougat,50.0,0
fig-015759,3,Warm Tan,50.0,0
fig-015760,3,Light Nougat,50.0,0
fig-015761,3,Sienna Brown,50.0,1
fig-015762,3,Medium Nougat,50.0,0
fig-015763,3,Nougat,50.0,0
fig-015764,3,Light Nougat,50.0,0
fig-015765,3,Nougat,50.0,0
fig-015766,3,Warm Tan,50.0,0
fig-015769,3,Reddish Brown,50.0,0
fig-015770,3,Medium Brown,50.0,0
fig-015771,3,Nougat,50.0,0
fig-015772,3,Medium Nougat,50.0,0
fig-015773,3,Nougat,50.0,0
fig-015774,1,Light Nougat,100.0,0
fig-015775,3,Medium Brown,50.0,0
fig-015776,3,Light Nougat,50.0,0
fig-015777,3,Nougat,50.0,0
fig-015778,3,Medium Nougat,50.0,0
fig-015779,3,Nougat,50.0,0
fig-015780,3,Warm Tan,50.0,0
fig-015781,3,Sienna Brown,50.0,0
fig-015782,3,Nougat,50.0,0
fig-015783,3,Warm Tan,50.0,0
fig-015784,3,White,50.0,0
fig-015785,3,Light Nougat,50.0,0
fig-015786,3,Light Nougat,50.0,0
fig-015787,1,Medium Nougat,100.0,0
fig-015788,3,Medium Nougat,50.0,0
fig-015789,3,Light Nougat,50.0,0
fig-015790,2,Light Nougat,66.67,0
fig-015791,3,Umber Brown,50.0,0
fig-015792,3,Sienna Brown,50.0,0
fig-015793,3,Light Nougat,50.0,0
fig-015794,3,Warm Tan,50.0,0
fig-015795,2,Sienna Brown,66.67,0
fig-015796,4,White,50.0,0
fig-015797,3,White,50.0,0
fig-015799,4,Orange,40.0,0
fig-015800,4,Black,25.0,0
fig-015801,3,Warm Tan,50.0,1
fig-015802,4,Bright Light Yellow,25.0,0
fig-015804,4,Bright Green,25.0,0
fig-015805,4,Bright Light Yellow,25.0,1
fig-015807,5,Coral,20.0,1
fig-015808,2,Black,66.67,0
fig-015809,4,Dark Azure,25.0,0
fig-015810,3,Dark Purple,40.0,0
fig-015811,1,Light Aqua,100.0,0
fig-015812,3,Black,40.0,2
fig-015813,4,Dark Turquoise,25.0,0
fig-015814,3,Light Nougat,50.0,0
fig-015815,4,Olive Green,25.0,0
fig-015816,4,Dark Blue,25.0,0
fig-015817,4,Dark Blue,25.0,0
fig-015819,4,Blue,25.0,0
fig-015821,4,Bright Light Blue,25.0,0
fig-015823,3,Light Nougat,50.0,0
fig-015824,3,Medium Nougat,50.0,0
fig-015826,3,Sienna Brown,50.0,0
fig-015827,3,Sienna Brown,50.0,0
fig-015829,3,Dark Red,50.0,0
fig-015830,3,Pearl Titanium,40.0,0
fig-015831,3,White,50.0,0
fig-015832,4,Black,28.57,0
fig-015834,3,Bright Light Orange,50.0,0
fig-015835,2,Black,75.0,0
fig-015837,2,Flat Silver,75.0,0
fig-015838,3,Dark Red,50.0,0
fig-015839,3,Black,60.0,0
fig-015841,4,Bright Green,40.0,0
fig-015843,4,Pearl Titanium,40.0,0
fig-015845,3,Dark Red,50.0,0
fig-015847,3,Dark Green,50.0,0
fig-015849,3,Pearl Titanium,50.0,0
fig-015851,2,Flat Silver,50.0,0
fig-015852,2,Black,66.67,0
fig-015853,3,White,60.0,0
fig-015854,2,Black,83.33,0
fig-015856,2,Black,80.0,0
fig-015858,4,White,40.0,0
fig-015859,3,Dark Green,66.67,0
fig-015860,3,Dark Blue,66.67,0
fig-015861,3,Tan,50.0,0
fig-015862,3,Light Bluish Gray,50.0,0
fig-015863,2,Black,75.0,0
fig-015864,4,Dark Brown,25.0,0
fig-015865,4,Black,40.0,0
fig-015866,4,Dark Brown,25.0,0
fig-015867,5,Black,20.0,0
fig-015868,4,Black,40.0,0
fig-015869,1,Blue,100.0,0
fig-015870,1,Blue,100.0,0
fig-015871,2,Bright Light Orange,75.0,0
fig-015872,1,Bright Light Yellow,100.0,0
fig-015874,5,Dark Orange,20.0,0
fig-015876,4,Dark Orange,40.0,0
fig-015877,4,Pearl Gold,33.33,0
fig-015878,3,Black,50.0,0
fig-015881,3,Light Nougat,50.0,0
fig-015882,3,Black,50.0,0
fig-015883,3,Black,50.0,0
fig-015884,4,Black,25.0,0
fig-015886,3,Medium Lavender,50.0,0
fig-015887,4,Dark Bluish Gray,25.0,0
fig-015889,2,Dark Green,66.67,0
fig-015890,3,Black,50.0,0
fig-015891,2,Black,75.0,0
fig-015893,2,Tan,66.67,0
fig-015894,4,Dark Blue,40.0,0
fig-015895,4,Black,25.0,0
fig-015896,3,Dark Green,50.0,0
fig-015898,3,Black,50.0,0
fig-015899,1,Light Bluish Gray,100.0,0
fig-015901,4,Dark Brown,25.0,0
fig-015902,5,Dark Bluish Gray,20.0,0
fig-015903,3,Dark Azure,33.33,0
fig-015904,4,Dark Brown,25.0,0
fig-015905,3,Bright Green,40.0,0
fig-015906,3,Medium Azure,33.33,0
fig-015907,1,Black,100.0,0
fig-015908,6,Yellow,56.25,2
fig-015909,7,Red,32.26,0
fig-015910,3,Magenta,50.0,0
fig-015911,2,White,75.0,0
fig-015913,1,Black,100.0,0
fig-015914,2,Red,66.67,0
fig-015915,1,White,100.0,0
fig-015916,2,White,75.0,0
fig-015917,3,Dark Blue,50.0,0
fig-015918,1,White,100.0,0
fig-015919,1,Black,100.0,0
fig-015920,2,Black,75.0,0
fig-015921,2,Dark Red,80.0,0
fig-015922,3,Black,40.0,0
fig-015923,2,Black,50.0,0
fig-015924,1,Black,100.0,0
fig-015925,1,Flat Silver,100.0,0
fig-015926,2,Dark Red,80.0,0
fig-015927,2,Dark Red,80.0,0
fig-015928,4,Black,25.0,0
fig-015929,2,Red,66.67,0
fig-015930,3,Black,50.0,0
fig-015931,2,Black,75.0,0
fig-015932,5,Bright Green,20.0,1
fig-015933,4,Orange,40.0,1
fig-015934,3,Red,60.0,1
fig-015935,4,Dark Bluish Gray,25.0,0
fig-015936,4,Dark Bluish Gray,25.0,0
fig-015937,4,Dark Bluish Gray,25.0,0
fig-015938,4,Dark Bluish Gray,25.0,0
fig-015939,4,Black,40.0,1
fig-015940,4,Black,40.0,1
fig-015941,4,Dark Brown,25.0,0
fig-015942,4,Dark Brown,25.0,0
fig-015943,4,Black,25.0,0
fig-015944,4,Light Bluish Gray,25.0,0
fig-015945,4,Dark Blue,40.0,1
fig-015946,4,Dark Bluish Gray,25.0,0
fig-015947,4,Dark Bluish Gray,25.0,0
fig-015948,3,Green,60.0,1
fig-015949,4,Black,25.0,0
fig-015950,4,White,40.0,1
fig-015951,4,White,40.0,1
fig-015952,1,Black,100.0,0
fig-015953,4,Black,25.0,0
fig-015954,6,Light Nougat,33.33,0
fig-015955,6,Light Nougat,33.33,0
fig-015956,9,Light Nougat,23.08,0
fig-015957,8,Yellow,44.83,0
fig-015958,5,Bright Light Yellow,31.82,0
fig-015959,6,Red,45.45,0
fig-015960,8,Blue,46.15,0
fig-015962,4,Dark Azure,64.52,0
fig-015963,7,Yellow,40.54,0
fig-015964,8,Reddish Brown,65.18,0
fig-015965,4,Light Nougat,40.0,0
fig-015966,2,Dark Blue,75.0,0
fig-015967,3,Olive Green,50.0,0
fig-015968,4,Black,40.0,0
fig-015969,3,Bright Green,50.0,1
