set_num,n_unique_colors,dominant_color_name,dominant_color_share,n_trans_parts
10817-1,14,Red,16.44,0
10818-1,8,Red,24.14,0
10819-1,9,Lime,24.0,0
10820-1,15,Red,19.09,0
10822-1,11,Dark Orange,20.0,1
10823-1,9,White,28.57,1
10824-1,12,Orange,21.74,2
10825-1,11,Blue,16.22,5
10826-1,14,Bright Light Blue,20.45,2
10827-1,12,White,27.08,0
10828-1,12,Dark Pink,20.0,1
10829-1,10,Blue,22.22,0
1083-1,7,Black,33.96,2
10830-1,8,Bright Pink,22.22,0
10831-1,9,Lime,18.18,0
10832-1,12,Orange,15.79,0
10833-1,13,Orange,17.95,0
10834-1,12,White,24.56,1
10835-1,17,White,24.64,0
10836-1,20,Yellow,15.31,0
10837-1,10,White,33.33,0
10838-1,12,Bright Light Orange,13.33,0
10839-1,12,Orange,15.62,0
10840-1,14,White,17.92,2
10841-1,13,White,19.67,0
10842-1,12,Medium Azure,20.55,4
10843-1,4,Red,46.67,0
10844-1,9,Dark Pink,22.86,4
10845-1,11,Red,20.83,0
10846-1,8,Red,28.57,2
10847-1,12,Lime,17.39,0
10848-1,12,Red,19.28,0
10849-1,3,Medium Azure,50.0,0
10850-1,5,Bright Light Yellow,25.0,0
10851-1,2,Yellow,83.33,0
10852-1,3,Red,57.14,0
10853-1,16,Medium Azure,16.67,0
10854-1,14,Bright Green,10.83,0
10855-1,8,White,51.79,0
10856-1,11,Reddish Brown,17.39,0
10857-1,11,White,25.81,3
10858-1,6,Red,27.78,0
10859-1,3,Red,66.67,0
1086-1,4,Green,27.08,0
10860-1,2,White,66.67,0
10861-1,9,Red,21.43,0
10862-1,10,Red,24.39,0
10863-1,9,Lime,17.65,0
10864-1,16,Yellow,16.9,0
10865-1,20,Yellow,10.0,0
10867-1,9,White,26.92,0
10868-1,11,White,37.29,0
10869-1,14,White,36.54,0
10870-1,11,White,25.0,0
10871-1,11,Medium Azure,27.59,0
10872-1,5,Light Bluish Gray,50.0,0
10873-1,8,Bright Pink,19.05,0
10874-1,12,Light Bluish Gray,32.2,0
10875-1,17,Light Bluish Gray,24.76,1
10876-1,14,Light Bluish Gray,18.42,3
10877-1,11,White,21.05,1
10878-1,10,White,29.73,0
10879-1,12,White,16.67,0
1088-1,3,Black,44.0,0
10880-1,12,Dark Azure,18.18,1
10881-1,8,White,25.0,0
10882-1,5,Light Bluish Gray,60.87,0
10883-1,7,Medium Azure,27.27,0
10884-1,8,Medium Azure,20.0,0
10885-1,5,Dark Pink,20.0,0
10886-1,9,White,17.65,0
10887-1,13,Medium Azure,18.33,2
10889-1,12,White,22.81,5
1089-1,1,[No Color/Any Color],100.0,0
10893-1,10,Bright Green,20.69,2
10894-1,7,Black,23.81,0
10895-1,13,Medium Azure,22.64,0
10897-1,4,Dark Pink,40.0,0
10898-1,4,Black,33.33,0
10899-1,8,White,49.15,17
1090-1,6,Black,63.22,1
10900-1,4,Blue,37.5,0
10901-1,8,White,28.57,1
10902-1,9,White,34.21,1
10903-1,14,Red,30.26,2
10904-1,6,Dark Orange,22.22,0
10906-1,15,Dark Orange,24.66,0
10907-1,17,Light Bluish Gray,14.88,5
10908-1,7,Medium Azure,25.0,0
10909-1,12,White,17.5,0
10910-1,11,Medium Azure,20.83,3
10913-1,15,Medium Azure,16.92,0
10914-1,17,Yellow,16.47,0
10915-1,14,White,16.67,0
10917-1,2,Red,50.0,0
10918-1,3,Dark Azure,42.86,0
10919-1,9,Black,39.39,3
1092-1,9,Black,45.82,6
10920-1,4,White,41.18,5
10921-1,11,Red,40.0,3
10922-1,11,Medium Azure,25.71,8
10924-1,11,White,21.43,0
10925-1,7,White,29.41,0
10926-1,7,White,50.0,0
10927-1,5,White,33.33,0
10928-1,11,White,41.3,0
10929-1,14,White,57.14,2
10930-1,7,Light Bluish Gray,30.0,0
10931-1,7,Medium Azure,25.0,0
10932-1,13,Black,21.43,1
10933-1,15,Light Bluish Gray,17.89,3
10934-1,20,Lime,14.86,10
10935-1,18,Yellow,12.64,0
10937-1,27,Dark Bluish Gray,30.69,90
10938-1,12,Light Bluish Gray,29.63,0
10939-1,12,Light Bluish Gray,36.11,2
1094-1,5,Dark Gray,37.5,0
10940-1,8,Dark Azure,27.78,0
10941-1,9,Red,18.18,0
10942-1,13,White,25.27,0
10943-1,16,White,39.83,5
10944-1,7,White,30.43,2
10945-1,8,Medium Azure,21.05,0
10946-1,12,Bright Green,26.67,1
10947-1,8,White,31.82,0
10948-1,14,White,30.36,8
10949-1,8,White,27.27,0
1095-1,5,Black,44.44,0
10950-1,11,Lime,14.81,0
10951-1,12,White,29.23,0
10952-1,16,Red,35.05,0
10953-1,4,White,50.0,1
10954-1,11,Medium Azure,17.39,0
10955-1,10,Black,13.33,0
10956-1,17,White,31.58,2
10957-1,6,White,37.5,0
10958-1,14,White,16.5,4
10959-1,11,White,35.0,1
1096-1,4,Black,33.33,0
10960-1,7,Bright Light Yellow,30.43,0
10961-1,8,White,46.43,0
10962-1,13,Lime,18.92,3
10963-1,14,White,21.95,2
10964-1,4,Orange,40.0,0
10965-1,8,Bright Light Yellow,21.43,0
10966-1,9,Coral,19.05,0
10967-1,5,Dark Azure,20.0,0
10968-1,7,White,38.24,0
10969-1,8,White,28.57,1
1097-1,4,Black,41.67,0
10970-1,12,Red,34.19,11
10971-1,9,Light Bluish Gray,18.18,1
10972-1,11,Light Bluish Gray,39.39,0
10973-1,20,Medium Nougat,18.06,1
10974-1,19,Reddish Brown,18.64,5
10975-1,22,Lime,17.48,2
10976-1,16,White,40.0,1
10977-1,11,White,22.73,1
10978-1,16,White,18.33,1
10979-1,18,Lime,19.77,2
1098-1,4,Black,57.14,0
10980-1,1,Green,100.0,0
10981-1,6,Bright Light Orange,36.36,0
10982-1,8,Lime,26.32,0
10983-1,10,Medium Nougat,20.0,0
10984-1,14,Lime,16.28,0
10985-1,11,White,18.75,0
10986-1,11,Tan,29.03,0
10987-1,9,Dark Azure,13.33,0
10988-1,12,Bright Light Yellow,12.5,0
10989-1,12,Coral,15.0,0
1099-1,5,Black,30.0,0
10990-1,13,Light Bluish Gray,16.39,1
10991-1,16,Medium Azure,20.0,0
10992-1,14,White,26.87,0
10993-1,24,Reddish Brown,34.13,1
10994-1,24,Bright Light Yellow,32.11,14
10995-1,11,Blue,24.0,0
10996-1,7,Medium Azure,52.17,0
10997-1,19,Lime,16.22,5
10998-1,18,White,35.62,4
11-1,4,White,45.0,0
11-2,4,Red,38.71,0
110-1,7,Red,24.81,4
1100-1,11,Black,27.0,9
11001-1,21,Black,20.33,5
11002-1,27,Lime,8.33,14
11003-1,27,White,17.52,15
11004-1,33,Black,9.78,28
11005-1,38,White,9.11,32
11006-1,12,Blue,36.54,5
11007-1,10,Lime,31.67,1
11008-1,29,Red,14.81,19
11009-1,26,White,14.97,9
1101-1,1,Black,100.0,0
11010-1,1,White,100.0,0
11011-1,39,White,10.93,14
11012-1,11,White,46.67,0
11013-1,43,White,11.4,168
11014-1,35,Black,19.6,35
11015-1,36,White,22.82,21
11016-1,31,White,11.74,6
11017-1,29,White,15.0,1
11018-1,27,Reddish Brown,9.91,12
11019-1,32,White,13.6,7
1102-1,1,Milky White,100.0,0
11020-1,42,Red,13.43,48
11021-1,36,White,10.55,37
11022-1,21,White,16.06,62
11023-1,1,Bright Green,100.0,0
11024-1,1,Light Bluish Gray,100.0,0
11025-1,1,Blue,100.0,0
11026-1,1,White,100.0,0
11027-1,8,Black,22.52,0
11028-1,9,White,26.73,0
11029-1,30,White,22.89,25
1103-1,1,Black,100.0,0
11030-1,10,Black,10.0,0
11031-1,12,Medium Nougat,25.19,0
11032-1,15,White,21.0,13
11033-1,21,White,17.83,152
11034-1,17,White,19.56,0
11035-1,21,White,10.59,21
11036-1,29,Black,18.22,157
11037-1,24,White,16.0,17
11038-1,24,White,16.0,59
11039-1,13,White,29.33,6
1104-1,1,Light Gray,100.0,0
11040-1,9,Trans-Clear,22.94,228
11041-1,10,Green,18.44,10
11042-1,20,White,17.03,12
11043-1,15,White,20.0,38
11044-1,17,White,24.67,26
11045-1,11,Black,11.95,36
1105-1,1,Black,100.0,0
1106-1,2,Blue,50.0,0
1106-2,12,Blue,23.7,8
1107-1,1,Red,100.0,0
1108-1,1,Red,100.0,0
1109-1,2,Blue,50.0,0
111-1,7,Red,24.14,4
111-2,5,Blue,58.47,2
1110-1,2,Black,50.0,0
1111-1,1,Black,100.0,0
1112-1,1,Black,100.0,0
1113-1,1,Black,100.0,0
1114-1,1,Black,100.0,0
1115-1,1,Yellow,100.0,0
1116-1,1,Black,100.0,0
1118-1,1,Red,100.0,0
1119-1,3,Black,33.33,0
111901-1,1,Flat Silver,100.0,0
111902-1,1,Pearl Gold,100.0,0
111903-1,2,Dark Tan,50.0,0
111904-1,3,Black,50.0,0
11198-1,14,Black,23.08,3
11199-1,15,Red,16.15,2
112-1,9,Red,26.5,4
112-2,5,Blue,58.11,2
112-3,1,Green,100.0,0
1120-1,1,Black,100.0,0
11200-1,20,Black,15.56,7
112005-1,6,Trans-Orange,33.33,4
112006-1,2,Pearl Gold,66.67,0
112007-1,2,Dark Tan,50.0,0
112008-1,4,Black,25.0,0
11201-1,14,Dark Turquoise,17.35,3
11202-1,22,Reddish Orange,14.63,5
11203-1,32,Medium Nougat,14.4,20
11204-1,18,Tan,20.0,13
11205-1,29,White,25.1,18
11206-1,12,Red,29.63,4
11207-1,17,White,16.9,6
11208-1,22,Red,21.62,6
11209-1,13,Red,30.68,5
1121-1,3,Light Gray,40.0,0
112109-1,2,Flat Silver,66.67,0
11211-1,22,Pearl Gold,22.46,11
112110-1,3,Light Bluish Gray,50.0,0
112111-1,2,Flat Silver,50.0,0
112112-1,1,Flat Silver,100.0,0
112113-1,3,Dark Bluish Gray,33.33,0
112114-1,1,Flat Silver,100.0,0
11212-1,17,Tan,18.56,3
11214-1,25,Lime,17.83,3
11215-1,29,White,15.12,5
11216-1,14,Tan,21.62,0
11217-1,28,Orange,13.95,3
1122-1,1,Red,100.0,0
11221-1,20,Tan,27.0,2
112215-1,3,Pearl Gold,40.0,4
112216-1,5,Trans-Light Blue,33.33,3
112217-1,2,Pearl Gold,60.0,0
112218-1,3,Pearl Gold,50.0,0
112219-1,4,Bright Light Yellow,25.0,1
112220-1,4,Black,25.0,1
112221-1,2,Dark Bluish Gray,50.0,0
1123-1,2,Yellow,75.0,0
112322-1,2,Medium Azure,50.0,1
112323-1,2,Pearl Titanium,50.0,0
112327-1,3,Bright Light Yellow,33.33,0
112328-1,1,Flat Silver,100.0,0
1124-1,2,Yellow,66.67,0
112402-1,2,Flat Silver,50.0,0
112403-1,3,Black,33.33,0
112404-1,3,Black,33.33,0
112405-1,2,Pearl Gold,75.0,1
112406-1,5,Black,36.36,3
112429-1,3,Black,40.0,2
1125-1,2,Red,66.67,0
112501-1,1,Pearl Gold,100.0,0
112502-1,2,Flat Silver,66.67,0
112503-1,2,Flat Silver,50.0,0
112504-1,2,Flat Silver,50.0,0
112505-1,2,Flat Silver,50.0,0
112506-1,2,Flat Silver,50.0,0
112507-1,2,Flat Silver,50.0,0
1126-1,1,Blue,100.0,0
112601-1,2,Flat Silver,50.0,0
1127-1,5,Red,43.59,0
1128-1,5,White,33.33,0
1129-1,1,Blue,100.0,0
1129-2,4,White,47.06,0
113-1,9,Blue,24.91,6
113-2,6,Blue,53.59,38
113-2-DBASE-1,3,Blue,72.22,0
1130-1,1,[No Color/Any Color],100.0,0
1131-1,2,Black,50.0,0
1132-1,1,Light Gray,100.0,0
1133-1,2,Blue,50.0,0
1134-1,2,Blue,50.0,0
1135-1,1,Light Gray,100.0,0
1135-2,1,Light Gray,100.0,0
1135-3,1,Light Gray,100.0,0
1136-1,1,Black,100.0,0
1137-1,1,Black,100.0,0
11370-1,42,White,21.07,74
11371-1,44,White,23.19,86
11372-1,35,Dark Bluish Gray,15.06,52
11373-1,9,Dark Bluish Gray,61.91,0
11374-1,34,Black,45.21,86
11375-1,19,Black,28.32,3
11376-1,20,Black,51.32,15
11377-1,32,White,44.94,56
11378-1,23,Light Bluish Gray,31.74,19
1138-1,1,Light Gray,100.0,0
11380-1,14,Red,33.4,4
11381-1,21,Black,23.19,19
11382-1,18,Light Bluish Gray,44.7,16
11383-1,34,Dark Bluish Gray,27.19,41
11384-1,26,Tan,51.67,0
11385-1,28,Light Bluish Gray,38.29,47
11386-1,45,Orange,13.17,31
11389-1,25,Black,36.41,6
1139-1,1,Black,100.0,0
114-1,10,Red,27.69,8
114-2,6,Blue,51.14,1
1140-1,1,White,100.0,0
1141-1,1,Red,100.0,0
1142-1,1,Black,100.0,0
1143-1,1,Red,100.0,0
1144-1,1,Black,100.0,0
1145-1,1,Black,100.0,0
1146-1,2,Light Gray,66.67,0
1147-1,4,Trans-Clear,28.57,6
1148-1,1,Light Gray,100.0,0
1149-1,4,Black,45.83,2
1149-2,1,Black,100.0,0
115-1,7,White,40.53,6
115-2,5,Blue,53.79,2
1150-1,1,Black,100.0,0
11501-1,20,Green,12.67,0
11502-1,13,Yellow,33.97,0
11503-1,28,Medium Nougat,12.74,0
11504-1,16,Light Nougat,27.0,0
11505-1,24,Reddish Brown,20.1,0
11506-1,14,Green,25.69,0
11507-1,29,Black,20.75,4
11508-1,9,Bright Green,30.08,0
11509-1,19,Sand Green,26.14,0
1151-1,1,Black,100.0,0
11510-1,14,Reddish Brown,28.74,0
11511-1,21,White,19.31,28
11512-1,14,Bright Green,30.11,0
11513-1,21,Black,33.45,0
11514-1,13,Trans-Clear,15.2,26
1152-1,2,Blue,50.0,0
1154-1,1,Light Gray,100.0,0
116-1,7,Red,27.9,28
116-2,7,Red,27.75,28
1160-1,2,Black,50.0,0
1161-1,1,Red,100.0,0
1162-1,1,Yellow,100.0,0
1163-1,1,Yellow,100.0,0
1164-1,1,Light Gray,100.0,0
1166-1,4,Blue,27.5,0
1168-1,1,Light Gray,100.0,0
1169-1,1,Black,100.0,0
117-1,6,Black,72.73,4
1170-1,2,Light Gray,50.0,0
1171-1,3,Trans-Dark Blue,40.0,4
11717-1,49,White,7.05,60
1172-1,5,Trans-Dark Blue,20.0,4
1174-1,1,Black,100.0,0
1175-1,1,Light Gray,100.0,0
1176-1,2,Light Gray,66.67,0
1177-1,9,Black,22.73,1
1178-1,1,Black,100.0,0
1179-1,1,White,100.0,0
118-1,7,Black,58.25,5
118-2,5,Blue,58.12,2
118-3,7,Red,29.36,10
1180-1,5,Black,42.86,2
1181-1,7,White,44.44,4
1182-1,5,Black,35.71,0
1183-1,7,Black,30.77,3
1184-1,5,Black,30.0,0
1185-1,5,Red,33.33,0
1186-1,6,Black,26.32,0
1187-1,4,Black,47.37,0
1188-1,6,Black,30.3,2
1189-1,7,Black,29.17,4
119-1,7,Red,29.18,10
1190-1,6,Black,32.5,2
11903-1,14,Dark Bluish Gray,23.81,1
1191-1,9,Black,27.59,3
11910-1,10,Light Bluish Gray,35.29,20
1192-1,4,Blue,27.5,0
11926-1,8,Red,24.14,0
1193-1,8,White,34.88,0
11938-1,8,Light Bluish Gray,28.89,2
11939-1,4,White,50.79,0
1194-1,9,Blue,26.75,2
11940-1,10,Light Bluish Gray,28.85,2
11941-1,7,Lime,37.5,0
11942-1,8,Light Bluish Gray,28.89,0
11943-1,5,Black,60.0,1
11944-1,4,White,71.79,0
11945-1,5,Black,55.26,1
11946-1,7,Black,52.08,0
11947-1,8,Black,23.08,0
11948-1,10,Green,30.23,0
11949-1,8,Red,31.82,0
1195-1,9,Light Gray,34.38,4
11950-1,6,Black,35.29,2
11951-1,4,Dark Red,43.14,0
11952-1,9,White,36.84,0
11953-1,7,Lime,33.33,0
11954-1,11,Coral,22.5,3
11955-1,8,Tan,42.55,0
1196-1,3,Trans-Clear,50.0,2
11961-1,7,Black,32.5,1
11962-1,8,White,26.83,4
11963-1,10,Green,15.69,0
11964-1,6,Light Bluish Gray,41.94,2
11965-1,6,Black,43.75,3
11966-1,7,Reddish Brown,51.52,0
11967-1,8,Green,50.0,2
11968-1,7,Black,55.0,2
11969-1,5,Black,32.14,0
1197-1,8,Black,35.29,5
1197-2,1,Light Gray,100.0,0
11974-1,5,White,64.29,0
11975-1,5,Light Bluish Gray,44.0,0
11976-1,8,Orange,35.56,5
11977-1,3,Dark Bluish Gray,72.5,0
11978-1,8,Dark Brown,18.75,0
1198-1,13,White,37.14,4
1199-1,12,White,35.44,17
11995-1,1,Black,100.0,0
12-1,1,Blue,100.0,0
12-2,4,Blue,35.21,0
120-1,6,Red,33.13,2
120-2,7,Red,47.11,4
1200-1,1,[No Color/Any Color],100.0,0
1200-2,1,[No Color/Any Color],100.0,0
12009-1,17,Black,26.67,21
1200M-1,1,[No Color/Any Color],100.0,0
1201-2,4,Red,33.33,0
1202-1,1,Glow In Dark Opaque,100.0,0
1203-1,3,Red,50.0,0
1204-1,2,Red,60.0,0
120438-1,8,Yellow,30.81,5
1205-1,1,Red,100.0,0
1206-1,1,White,100.0,0
1207-1,1,Red,100.0,0
1208-1,1,Red,100.0,0
1209-1,1,Red,100.0,0
121-1,4,Blue,52.17,0
1210-1,2,Red,66.67,0
1210-2,2,White,75.86,0
1211-1,2,Black,50.0,0
1211-2,2,White,63.16,0
1212-1,1,Black,100.0,0
1212-2,2,White,71.43,0
1213-1,1,Light Gray,100.0,0
1213-2,2,White,71.43,0
1214-1,1,Black,100.0,0
1214-2,1,Yellow,100.0,0
12142020-1,3,Flat Silver,33.33,0
12148079-1,1,Flat Silver,100.0,0
1215-1,1,Black,100.0,0
1215-2,1,Yellow,100.0,0
1216-1,1,Light Gray,100.0,0
1216-2,1,Yellow,100.0,0
1217-1,1,Yellow,100.0,0
1217-2,1,Yellow,100.0,0
1218-1,1,Blue,100.0,0
1218-2,1,Yellow,100.0,0
121801-1,10,Reddish Brown,39.13,0
121802-1,9,Reddish Brown,40.0,6
1219-1,1,Red,100.0,0
1219-2,1,Yellow,100.0,0
121903-1,10,Reddish Brown,21.21,0
121904-1,3,Dark Bluish Gray,33.33,0
122-1,6,Black,60.0,8
1220-1,1,Black,100.0,0
1220-2,1,Yellow,100.0,0
122005-1,6,Black,40.0,0
122006-1,8,Tan,38.46,0
122007-1,5,Dark Blue,38.46,0
122008-1,10,White,32.14,4
122009-1,8,Black,38.71,3
122010-1,6,Black,42.31,0
12201420-1,2,Light Bluish Gray,75.0,0
12202014-1,1,White,100.0,0
1221-1,1,Yellow,100.0,0
1221-2,1,Yellow,100.0,0
122111-1,5,Green,34.38,0
122112-1,7,White,36.36,1
122113-1,5,Light Bluish Gray,37.04,0
122114-1,4,Flat Silver,50.0,1
122115-1,9,Lime,31.34,0
122116-1,7,Light Bluish Gray,26.92,0
1222-1,1,Blue,100.0,0
1222-2,1,Yellow,100.0,0
122217-1,8,Reddish Brown,34.78,0
122218-1,6,Dark Tan,28.07,0
122219-1,11,Light Bluish Gray,27.03,1
122220-1,8,Dark Bluish Gray,23.08,2
122221-1,9,Tan,43.48,0
122222-1,7,Black,46.43,0
122223-1,7,Black,42.42,2
122224-1,9,Black,36.67,4
122225-1,6,Light Bluish Gray,48.33,0
1223-1,1,Black,100.0,0
1223-2,3,White,42.86,3
1223-3,1,Yellow,100.0,0
122326-1,7,Black,20.0,0
122327-1,7,White,50.0,4
122328-1,5,Blue,33.33,0
122329-1,7,Black,33.8,0
122330-1,8,Black,23.33,0
122331-1,7,Blue,27.27,0
122332-1,4,Dark Bluish Gray,45.45,0
122333-1,5,Black,40.0,1
122334-1,5,Tan,38.71,0
1224-1,1,Red,100.0,0
122401-1,10,White,37.93,1
122402-1,8,Reddish Brown,36.67,0
122403-1,6,Light Bluish Gray,33.33,0
122404-1,8,White,43.24,2
122405-1,7,Light Bluish Gray,42.86,2
122406-1,10,Light Bluish Gray,29.55,0
122407-1,8,Light Bluish Gray,28.57,5
122408-1,6,Light Bluish Gray,34.21,2
122409-1,8,Tan,26.67,0
1224A-1,1,Yellow,100.0,0
1225-1,1,Black,100.0,0
1225-2,1,White,100.0,0
122501-1,7,Trans-Yellow,50.0,12
122502-1,4,Light Bluish Gray,42.86,0
122503-1,7,Black,36.67,0
122504-1,9,Light Bluish Gray,44.12,0
122505-1,5,Black,42.86,0
122506-1,10,Trans-Light Blue,15.38,4
122508-1,5,Black,51.85,0
122509-1,10,White,25.0,1
1226-1,2,Black,50.0,0
1226-2,1,White,100.0,0
1227-1,1,Light Gray,100.0,0
1227-2,1,White,100.0,0
1228-1,1,Light Gray,100.0,0
1228-2,1,White,100.0,0
1229-1,1,Black,100.0,0
123-1,6,Red,51.02,24
1230-1,1,Black,100.0,0
1230-2,1,Red,100.0,0
1231-1,2,Black,50.0,0
1231-2,1,Red,100.0,0
1231-3,1,White,100.0,0
1232-1,1,Light Gray,100.0,0
1233-1,1,Black,100.0,0
1233-2,1,Metal,100.0,0
1234-1,1,Light Gray,100.0,0
1234-3,1,Light Gray,100.0,0
1235-1,1,Light Gray,100.0,0
1235-2,1,White,100.0,0
1236-1,2,Black,50.0,0
1236-2,2,White,66.1,0
1236-3,1,Black,100.0,0
1237-1,5,White,50.0,0
1239-1,3,Medium Blue,50.0,0
1239-2,2,Light Gray,87.5,0
124-1,5,Blue,64.29,0
1240-1,1,Light Gray,100.0,0
1240-2,1,White,100.0,0
1241-1,2,Yellow,75.0,0
1241-2,1,White,100.0,0
1242-1,3,Red,50.0,0
1242-2,1,White,100.0,0
1242D-1,1,White,100.0,0
1243-1,2,Red,77.78,0
1244-1,1,Green,100.0,0
1245-1,1,Green,100.0,0
1245-2,2,White,66.67,1
1246-1,6,Black,31.82,2
1247-1,8,Black,37.93,7
1247-2,1,White,100.0,0
1248-1,7,White,25.0,2
1248-2,1,Green,100.0,0
1249-1,7,White,41.18,3
125-1,4,Red,40.0,0
125-2,7,Red,36.32,2
1250-1,5,White,38.1,0
1250-2,1,Red,100.0,0
1251-1,7,Yellow,31.82,0
1251-2,2,White,75.0,0
1252-1,10,Light Gray,25.24,7
1252-2,1,Red,100.0,0
1253-1,10,Black,29.59,11
1253-2,1,Blue,100.0,0
1254-1,18,Light Gray,22.22,23
1254-2,1,White,100.0,0
1255-1,15,White,24.03,22
1255-2,1,Red,100.0,0
1256-1,11,White,29.05,9
1256-2,1,Red,100.0,0
1257-1,4,Black,43.33,0
1257-2,1,Yellow,100.0,0
1258-1,4,Black,48.28,0
1259-1,3,Black,42.86,0
126-1,4,Black,81.67,2
1260-1,6,Black,50.0,1
1261-1,8,Bright Green,23.08,1
1261-2,2,Trans-Clear,50.0,1
1263-1,6,Yellow,41.38,0
1264-1,6,White,33.33,0
1265-1,5,Black,42.86,2
1266-1,7,White,44.44,4
1267-1,1,Light Gray,100.0,0
1268-1,3,Black,42.86,0
1269-1,6,Black,31.58,0
127-1,7,Red,27.67,28
1270-2,6,White,25.0,0
1271-1,10,Light Gray,25.0,1
1271-2,1,[No Color/Any Color],100.0,0
1272-1,4,Black,33.33,0
1273-1,5,Black,33.33,0
1274-1,5,Dark Gray,45.0,3
1275-1,5,Light Gray,50.0,0
1276-1,6,Light Gray,29.41,1
1277-1,5,Dark Gray,31.82,2
1278-1,8,Black,31.58,0
1279-1,3,Black,35.29,0
128-1,5,Yellow,81.08,0
128-2,4,Red,60.87,2
128-3,4,Red,55.26,2
1280-1,8,Red,29.17,1
1281-1,5,Dark Gray,23.81,2
1282-1,4,Black,33.33,0
128282-1,6,Red,45.83,1
1283-1,5,Black,33.33,0
1284-1,5,Light Gray,44.44,0
1285-1,5,Black,33.33,4
1286-1,7,Light Gray,33.33,4
1287-1,4,Black,36.36,0
1288-1,6,Light Gray,25.0,2
1289-1,6,Red,36.84,0
1290-1,5,Black,51.43,0
1291-1,3,Black,59.38,0
1292-1,6,Black,58.82,2
1293-1,5,Black,40.0,4
1294-1,6,Red,34.62,2
1295-1,8,Blue,29.17,3
1296-1,4,Yellow,37.04,4
1297-1,6,White,36.67,4
1298-1,12,White,20.95,24
13-1,3,Light Gray,60.0,4
13-2,4,Yellow,34.78,0
130-1,2,Black,50.0,0
1300-1,4,White,44.68,0
1305-1,2,Light Gray,53.19,0
1306-1,4,White,75.56,2
1307-1,5,White,62.0,3
1307-1-DBASE-1,1,White,100.0,0
1308-1,3,White,68.52,13
1308-1-DBASE-1,1,White,100.0,0
1309-1,3,White,87.33,0
131-1,5,Blue,44.78,0
1310-1,3,White,69.79,6
1314-1,1,Light Gray,100.0,0
1315-1,1,Light Gray,100.0,0
1316-1,1,Light Gray,100.0,0
1317-1,1,Black,100.0,0
1318-1,1,Light Gray,100.0,0
1319-1,1,Light Gray,100.0,0
132-1,8,Yellow,37.07,0
132-2,5,Black,58.62,2
1320-1,1,Light Gray,100.0,0
1321-1,2,Light Gray,54.55,0
1322-1,2,Light Gray,62.5,0
1323-1,2,Black,50.0,0
1324-1,1,Black,100.0,0
1325-1,1,Black,100.0,0
1326-1,1,Black,100.0,0
1327-1,2,Black,50.0,0
1328-1,2,Black,50.0,0
1329-1,2,Black,71.43,0
133-1,5,Black,86.59,0
1330-1,2,Red,60.0,0
1331-1,2,Blue,54.55,0
1332-1,2,Red,55.56,0
1333-1,2,Blue,60.0,0
1334-1,1,Light Gray,100.0,0
1335-1,1,Light Gray,100.0,0
1336-1,1,Light Gray,100.0,0
1337-1,1,Light Gray,100.0,0
1338-1,2,Blue,72.22,0
1338112120-1,1,Flat Silver,100.0,0
1339-1,2,Light Gray,60.0,0
134-1,6,Yellow,29.09,1
134-2,7,Yellow,68.97,0
1340-1,2,Red,55.56,0
1341-1,1,Green,100.0,0
1342-1,4,Blue,28.57,0
1343-1,2,Black,50.0,0
1344-1,4,Yellow,50.0,6
1345-1,2,Light Gray,69.23,0
1346-1,1,Black,100.0,0
1347-1,5,Light Gray,52.38,0
1348-1,1,Light Gray,100.0,0
1349-1,15,Black,24.7,25
135-1,7,Red,34.02,10
1351-1,12,Black,26.4,12
1352-1,12,White,24.23,9
1353-1,13,Black,27.04,18
1354-1,10,Green,44.83,2
1355-1,10,Light Gray,26.0,3
1356-1,5,Light Gray,28.57,3
1357-1,6,Black,23.53,1
136-1,3,Yellow,50.0,0
1360-1,4,Light Gray,44.44,0
1361-1,4,Light Gray,56.25,0
1362-1,8,Black,31.58,2
1363-1,4,Black,50.0,2
137-1,6,Yellow,43.24,0
137-2,5,Blue,43.9,10
1370-1,11,Black,39.58,3
1371-1,12,White,25.84,8
1374-1,10,Black,42.86,9
1375-1,11,Black,42.24,4
1376-1,16,Light Gray,22.71,17
138-1,7,Black,55.65,5
1380-1,12,Brown,29.41,6
1381-1,11,Dark Gray,30.07,6
1382-1,20,Dark Gray,28.51,49
1383-1,8,Dark Gray,34.15,3
1384-1,5,Bright Green,33.33,0
1385-1,7,Trans-Dark Pink,46.15,8
1386-1,8,Trans-Clear,15.38,11
1388-1,4,Dark Orange,37.5,0
1389-1,3,Black,50.0,0
139-1,5,White,33.33,1
1390-1,4,Blue,37.5,0
1391-1,4,Red,37.5,0
1392-1,4,Dark Turquoise,37.5,0
1393-1,4,Sand Blue,37.5,0
139A-1,5,Blue,30.77,1
14-1,1,Black,100.0,0
140-1,8,Red,45.26,0
140-2,6,Blue,46.71,2
1400-1,8,Yellow,23.12,1
1403-1,3,Black,33.33,0
1404-1,3,Blue,33.33,0
1405-1,3,Blue,33.33,0
1406-1,4,Blue,33.33,0
1407-1,4,Red,42.86,0
1408-1,4,White,40.0,0
1411-1,7,Chrome Gold,23.53,1
14122020-1,1,Pearl Titanium,100.0,0
14127980-1,1,Pearl Gold,100.0,0
14128079-1,3,Dark Bluish Gray,40.0,1
1413-1,4,Black,33.33,0
1414-1,6,Black,25.0,0
1415-1,7,Dark Gray,26.32,4
1416-1,5,Black,28.0,0
1417-1,5,Black,53.85,1
1417-2,5,Black,53.85,1
